text,positive
"Sehr lecker",1
"Absolut lecker",1
"Klasse Produkt und guter Service",1
"Einfach der Beste!",1
"Bester Sojasahneersatz!",1
"Für sahnige Saucen super",1
"Super",1
"Sehr lecker",1
"Topp",1
"Sehr gut...",1
"Hafer Cuisine",1
"super",1
"Mein liebster Tulsi-Tee",1
"Lieblingsmuesli der Kinder",1
"Empfehlenswert",1
"Perfekt!",1
"Leckerer Erfrischungsdrink",1
"Gute Alternative zu fertigem Glühwein",1
"Toller Ersatz...",1
"Für Rote-Bete-Liebhaber",1
"Schmeckt echt gut",1
"Sabine",1
"Lecker",1
"Lieblingslakritz",1
"Begeistert",1
"Schnelle Nudeln",1
"Tartex feine Leberwurst",1
"Wenns deftig sein soll!",1
"fast wie Leberwurst",1
"Aufstrich",1
"Immer wieder gerne!",1
"Perfekt für unterwegs",1
"Liebe",1
"Perfekt",1
"SOJA GRANULAT",1
"einwandfreie Qualität",1
"einfach und günstig",1
"Super Produkt",1
"Perfekt",1
"Bewährt und gut",1
"Sehr empfehlenswert",1
"Herrlich Schokoladig cremig",1
"Echt gut!",1
"sehr leckere Schokolode",1
"Vegan und sehr lecker",1
"Sehr lecker und schnell zubereitet!",1
"Nachkauf-Produkt",1
"Vielseitig verwendbar",1
"Gut :-)",1
"Achtung",1
"Wow... richtig gut",1
"Gut",1
"Delicious",1
"lecker",1
"Schmeckt...",1
"ein besonderer Genuss",1
"Vegan-Käse vom Feinsten",1
"Lecker und mild",1
"Mmmh - Käääse",1
"gute alternative ...",1
"Gut aber nicht so lecker wie die anderen Jeezini",1
"Sehr vielseitig zu verwenden",1
"perfekt",1
"Super",1
"Super lecker!!!",1
"Leckere Nascherei",1
"Leggaaaaa :-)",1
"Super lecker!!!",1
"sehr lecker",1
"Gut :-)",1
"Super Ersatz",1
"Schnelle Lieferung",1
"Ich liebe diesen Artikel",1
"Scheiben",1
"Schmeckt echt gut",1
"Echte Genießercrème",1
"Sehr lecker!",1
"Wer eine bestimmte Würze mag, wird begeistert sein",1
"Vielseitig verwendbar",1
"Apfelsaft ohne Gelatine geklärt.",1
"Durstlöschend",1
"Lieblingsschokoriegel",1
"Unglaublich lecker",1
"Knusprig lecker",1
"Oh sooo leckerrr",1
"Köstlichkeit (nicht nur) für Brotfans :-)",1
"Lecker und ohne Zucker",1
"Der! Kinderaufstrich",1
"Lecker",1
"Okay aber süß",1
"Der Klassiker",1
"Sehr lecker....",1
"Top",1
"super",1
"Göttlich",1
"Marmelade aller Donna Reed",1
"Fantastisch",1
"lecker, lecker",1
"Die Berliner Currywurst kann einpacken:-)",1
"Interessant",1
"Sehr leckeres Tomatenmark!",1
"Lecker, was auch sonst?",1
"Angenehme Schärfe",1
"Leeeecker",1
"Mein Lieblingsaufstrich",1
"tolle Qualität",1
"sehr lecker!",1
"Tomatig lecker!",1
"Mein absoluter favorite",1
"Mal was Anderes.",1
"Bester Aufstrich überhaupt.",1
"TOP Qualität , Super Geschmack",1
"etwas mehr Schnittlauch bitte",1
"Lecker",1
"Schmeckt",1
"Lieblingsaufstrich",1
"Der geht sogar löffelweise",1
"Tolle Kombination",1
"Mein Favorit",1
"Lecker",1
"Lecker",1
"TOP Qualität , Super Geschmack",1
"Lecker",1
"Super lecker",1
"Das definiert Meerrettich NEU*",1
"TOP Qualität , Super Geschmack",1
"Scharf",1
"sehr lecker",1
"Fruchtig",1
"Kinderliebling",1
"super lecker",1
"Tomaten-Kräuter-Streich",1
"5 sterne",1
"Mehr als Lecker : )",1
"super!",1
"Sehr lecker!",1
"Lecker",1
"Sehr lecker ...",1
"Bärlauch mal anders;-)",1
"sehr lecker",1
"schmackhaft",1
"Fünf Sterne *****",1
"Lecker",1
"Feurig-lecker und ohne Zucker",1
"sehr lecker, der name verrät die pikante Schärfe",1
"Sehr lecker!",1
"Gute Alternative",1
"Super lecker",1
"Der beste Käseersatz",1
"Gut",1
"Genial gut",1
"Spitze.",1
"Gutes Grill-Ensemble",1
"Mal etwas anderes",1
"Fantastisch!",1
"sehr lecker",1
"Klasse Kohlwurst Ersatz",1
"TOP Qualität , Super Geschmack",1
"Sehr gut",1
"alles bestens",1
"Ein würdiger Ersatz",1
"Gut gewürzt",1
"Wer es scharf liebt, der ist hier gut bedient ;-)",1
"Super lecker",1
"Sehr lecker",1
"ein Traum",1
"Die Beste!",1
"Lecker",1
"Lecker!",1
"sehr lecker",1
"Ein sehr guter Cheeze Ersatz",1
"sehr lecker",1
"Sehr gut",1
"Bis jetzt mit der Beste Neben Jeezini Monti",1
"leckerer Käse",1
"Mein Lieblingskäse",1
"Zuckerfrei und trotzdem Geschmack",1
"Auch zum naschen",1
"Positiv Überrascht",1
"Supercheeze !",1
"Mein Favorit",1
"Leckerste Bratvurst :-)",1
"Eine der Besten!",1
"einfach gut!",1
"Sehr gut",1
"ok",1
"Ein Dauerbrenner",1
"Leggaaaaa :-)",1
"Sehr lecker",1
"Super koestlich",1
"Nur ein Hauch Nougat aber Lecker :-) für 0,99 wäre noch besser",1
"Ich liebe ihn",1
"Für alle Schokoladenfans ein MUSS",1
"Fast so gut wie selbst gebacken!",1
"Total lecker!",1
"NomNom",1
"LEGGAAAAA  :-)",1
"tolle Lebkuchen",1
"perfekt für weihnachten",1
"Schmeckt echt gut",1
"My favorite vegan muffin",1
"Super lecker!",1
"Lecker!",1
"Ich habe mir die Steaks vor Weihnachten zum ersten mal bestellt um daraus Rouladen zu machen und wow waren die gut! Kamen sogar bei der Omni Verwandschaft gut an :) Bin mir sicher, dass man daraus noch viele andere tolle Sachen daraus machen kann und werde mir das nächste Mal gleich die große Packung holen",1
"...sind die Big Steaks und wir haben immer welche vorrätig. Egal ob als paniertes Steak oder zerrupft zu Gulasch und - besonders geil - mit Fake-Speck und Käse als Cordon Bleu. Die werden uns nie langweilig.",1
"Habe nicht viel erwartet, aber wegen der guten Bewertungen bestellt. Das man es erst mal in Gemüsebrühe köcheln muss bevor man es weiter verarbeitet ist gewöhnungsbedürftig, aber es ist sehr vielseitig, ob als Steak, Schnitzel oder Cordon Blue, es schmeckt einfach super. Ich kann mir auch vorstellen das man damit ""Hühnersuppe"" gut machen kann und werrdedas bald mal testen.",1
"Jederzeit wieder! In Supper/Wasser kochen, ordentlich abtropfen und ausdrücken, in Gewürzen marinieren und in der Grillpfanne gebraten. Jederzeit wieder",1
"Die Big Steaks sind sehr interessant, wenn man so etwas wie Rouladen oder Cordon bleu machen möchte. Dazu muss man sie allerdings erst halb so dick schneiden, was doch immer umständlich ist. -- Deswegen die große Bitte: Macht doch für solche Zwecke eine Extraedition, die ein drittel (wäre optimal) oder zumindest halb so dick ist. Das wäre echt toll und würde sicher viele Fans finden. DANKE!",1
"gestern das erste mal die Big Steaks gemacht - mit herkömmlichen Grillgewürz nach dem Einweichen in Gemüsebrühe eingerieben - dann in Olivenöl kurz rausgebraten... ich hab gleich drei STück verdrückt, weil sie soooo yummiiieeee waren...sieht aus wie Fleisch, lässt sich schneiden wie Fleisch, schmeckt nach Würze wie früher ein Steak und für einen ehemaligen Fleischtiger einfach ein Traum....und das ganz ohne Tierleid. Ich bin sehr schwer begeistert und wird ab jetzt immer vorratsmäßig daheim sein. Denn die Grillsaison steht schon bald in den Startlöchern",1
"Sehr lecker und dabei vielseitig einsetzbar. Habe sie bisher paniert, unpaniert oder zerschnitten im Wok bzw. einer Gemüsepfanne zubereitet. Beim Einweichen nehmen sie viel Geschmack an und lassen sich sicher auch gut marinieren. Sehr zu empfehlen! Auch mein fleischbegeisterter Freund findet sie super.",1
"Seit Jahren mein Favorit unter den Fleischersatzprodukten! Mein Tipp: Etwas länger als die 10 Minuten einweichen, das Schnitzel wird dadurch saftiger! Und Gemüsebrühe hinzugeben. Anschließend marinier ich die leckeren Stücke mit meiner bewehrten Barbecue Marinade - mind. 1 Stunde einlegen und dann braten oder grillen. So lecker!! Auch bei Allesessern gern auf dem Teller!",1
"Wir machen aus den Platten so oft es geht BBQ Fairribs. Einfach in Brühe und Gewürzen kochen, etwas ausdrücken und abtupfen, mit Rub einreiben und kurz anbraten, mit BBQ Sauce bestreichen und dann in den Ofen oder auf den Grill legen. Als nächstes bestellen wir den 5 Kilo Karton. =)",1
"Ich bin sehr zufrieden!",1
"Marshmallows hatte ich echt vermisst und war echt gespannt. Die hier haben mich echt überzeugt. Sie sind mega lecker und fluffig. Und toll an denen ist auch, dass sie im heißen Getränk schmelzen.",1
"Sowohl geschmacklich und auch konsistens, sehr sehr gut! Lecker!",1
"Die Mellows sind super lecker.",1
"Für mich als langjähriger Veganer ist er super lecker und die bisher beste Alternative.",1
"Damit kann man echt leckere Thunfischpizza machen. Und Thunfischsalat! Schmeckt fast besser als der echte.",1
"Mein erster Versuch heute: In einer kräftigen selbst gemachten Tomatensoße, zusammen mit einem Gläschen Kapern über Linguine gegeben, kommt dieses Produkt sehr nahe ans Original. Nur etwas weniger Zucker täte dem ""Visch"" ganz sicher gut!",1
"Verblüffend wie täuschend echt Geschmack, Geruch und Konsistenz hier sind.",1
"Wer den richtigen Tunfisch vermisst, ist mit dieser veganen Alternative bestens bedient.",1
"Wenn ich die vielen schlechten Bewertungen sehe, verstehe ich den ""Geschmäcker sind verschieden""-Spruch. Ich kaufe diesen Thunfischersatz schon seit vielen Jahren und mache am liebsten kalte Salate damit. Mit Oliven, Kapern, Zwiebeln, Zitrone usw. ist es echt lecker. Bei Feiern hat man mir schon häufig nicht geglaubt, dass da kein Thunfisch drin ist.",1
"Die schlechten Bewertungen hier kann ich überhaupt nicht nachvollziehen. Ich habe das Zeug heute nur mal zum kalt probieren geöffnet und war gleich begeistert. Ich freue mich schon jetzt damit Sandwich, Salat und Sushi zu machen.",1
"Etwas Punktabzug muss ich leider für die mangelnde Vielfalt in der Verwendbarkeit geben.",1
"Mir und meinem Freund hat es gut geschmeckt. Egal ob auf frisch gemachter Pizza (hier am besten etwas mit Schmelz oder anderen Zutaten überdecken, damit es nicht zu schnell verbrennt!), auf dem Brot zusammen mit einem Arrabiata-Aufstrich oder in Tomatensauce. Wiederkaufs-Garantie! Danke!",1
"Es schmeckt nicht wie das Thunfisch, was ich aus der Dose kannte und pur irgendwie auch nicht so meins, aber in einer Tomatensauce verarbeitet ist es perfekt!",1
"Endlich wiedermal leckeres Tunasandwich geniessen. Das Tuna zuerst ausdrücken danach mach Ich ne schöne dress mit Mayo, Sojayoghurt, Zitronensaft und Zwiebelwürfeln darunter. Die Tuna Creme auf ein frisches Brot zusammen mit ein Paar Gurkenscheiben und einem Salatblatt. Perfekt.",1
"schmeckt fast wie der cheddar, schmilzt gut",1
"Haben den Käse fein gerieben und auf die Pizza (direkt auf die Tomatensoße) und was soll man sagen? er schmilzt und das war bisher die leckerste Pizza! Allerdings zieht er keine Fäden (ist eher ""weicher"", aber gut, man muss ja nicht alles haben ;-)",1
"Die beste Butter Alternative die es auf dem Markt gibt.",1
"Geschmacklich wirklich gut, Konsistenz ist etwas härter als erwartet. Was mich auch stört ist das Palmfett (wobei Kokosfett auch nicht gerade besser ist). Zumindest sind sie aus biologischem Anbau, das macht es etwas weniger bitter im Nachgeschmack. Alles in allem aber eine gute Alternative!",1
"Schmeckt wie Butter. Mehr braucht man gar nicht sagen.:)",1
"...schmeckt nur zum Glück nicht so! Alsan verhält sich beim Kochen und Backen wie Butter und gehört konkurrenzlos zur Grundausstattung aller Pflanzenverköster. Klare Empfehlung (für die Bio Variante)!",1
"Genauso, wie alle hier beschreiben - esse sie seit 20 Jahren! Thema Palmfett: ist inzwischen sehr umstritten, und gefällt mir auch nicht! außerdem wird gehärtetes Fett unterstellt sowie krebserregende Inhalte. Werde mich diesbezüglich an den Hersteller wenden.",1
"Geschmacklich und von der Konsistenz das einzige mir bekannte Produkt das man mit Butter vergleichen kann (ohne bzw. mit klassischer Margarine macht ein belegtes Brot keinen Spaß). Auch zum Backen unverzichtbar. Leider auf Basis von Palmöl, da sollten sich die Hersteller unbedingt nach Alternativen umsehen.",1
"Mein Mann meinte, hätte er gewusst, dass die so gut ist, die hätte er schon ""VOR VEGAN"" anstatt von Butter gekauft.",1
"War überrascht über den guten Geschmack, hatte ich so von einer Margarine nicht gedacht.",1
"Die Alsan hat einen super Geschmack. Kann ich nur weiterempfehlen!",1
"Ich kenne dieses Produkt schon einige Jahre aus dem Supermarkt, wo ich es jetzt leider nicht mehr bekommen kann.",1
"Absolut empfehlenswert.",1
"Das war im Sommer mein Highlight. In Kombination mit Eis oder frischen Erdbeeren schmeckt die Sprühsahne so gut und jetzt, wo es wieder kälter wird, kann ich mir sie auch super auf einer heißen Schokolade vorstellen.",1
"Ich liebe Pancakes, leider habe ich selbst nie akzeptable hinbekommen... Ich habe schon alle Hoffnung aufgegeben gehabt. Dementsprechend stand ich der Backmischung kritisch gegenüber, musste sie aber natürlich ausprobieren. Bei diesem Produkt ist der Herstellername Programm: Die Pancakes gelingen mit jedem pflanzlichen Drink ""fantastic""! Ich muss immer einen entsprechenden Vorrat haben... wobei man das MHD getrost ignorieren kann, solange die Mischung nicht feucht wird.",1
"Wir haben es total geliebt!!! Mega lecker! Super einfach zu vorbereiten! Einfach perfekt!",1
"Habe mir die vom Rewe gekauft, mehr aus Verzweiflung, weil ich mal wieder Pfannkuchen essen wollte, meine aber nie so lecker sind (lebe erst seit 'nem Jahr vegan) und ich nur die tierischen Pendants kenne.",1
"Sind ganz lecker, vor allem wenn mal die Motivation/Zeit fehlt, den Teig selbst zu machen.",1
"Diese Pancakes sind mit geringem Aufwand der Oberhammer. Der Preis ist für ein veganes Lebensmittel echt günstig. Ich habe sie gestern mit Schokosojadrink gemacht, da meine andere alle war und ich muss sagen PROBIERT ES AUS!!! SOWAS VON ? ?",1
"Geschmacklich überhaupt nichts auszusetzen...",1
"Endlich mal wieder richtig gute Pfannkuchen mit diesem Mix! Wirklich sehr schön ""fluffy"" und zart. Super!",1
"schmeckt mir zu wenig käsig, aber trotzdem okay. schmilzt gut",1
"Ich finde den Violife BLOCK mit Cheddar Geschmack sehr lecker! Klar, das ist kein Cheddar, aber den Geschmack finde ich super. Ich schmecke nicht raus, dass der Käse aus Kokosfett besteht( wie von jemanden anderen erwähnt). Konsistenz ist auch sehr gut. Den Block habe ich nicht das letzte mal gekauft. Klare Empfehlung!",1
"Schmelzt wie versprochen, auch der Geschmack ist gut!",1
"Ich hasse es, wenn man mich wie in der Massentierhaltung über Nahrungsmittel zwangsweise medikamentieren bzw. supplementieren will, wie manche Länder das mit dem giftigen Fluorid im Trinkwasser machen. Die Firma Violife setzt offenbar allen ihren Käseprodukten Vitamin B12 zu, weil es sich wohl für Veganer toll anhört, ob man dies will oder nicht. Allerdings entscheidet man sich bei der Preisfrage dann nicht für Qualität und für die Gesundheit des Kunden, sondern für die billigste Form, und die ist das synthetische Cyanocibalamin, eine Verbindung mit dem Giftstoff Cyanin, also Blausäure. Da die hier bestellten veganen Produkte auch für meine weit alten Eltern sind (86/89), die alters- und medikamentenbedingt eine eingeschränkte Nierenfunktion bzw. Niereninsuffizienz haben, verärgert es mich sehr, zu diesem Zusatzstoff folgende Information zu finden (Zitat):",1
"Er könnte einen kleinen Ticken intensiver im Geschmack sein. Aaaaber ansonsten wirklich mega lecker! Tolle Konsistenz! Ich habe ihn auch schon zum Überbacken genutzt, er ist sehr ergiebig und schmilzt wie echter Käse!",1
"Dieser Cheddar-Ersatz ist einfach super. Schmeckt sau lecker und schmilzt einfach traumhaft",1
"Bisher habe ich noch keine allzu guten Erfahrungen mit veganem Käse gemacht, aber dieser ist nicht nur geschmacklich sehr nahe am Cheddar, er lässt sich auch noch ganz toll zum Überbacken benutzen.",1
"Der Käse ist der hammer. Wie ich finde super günstig und schmeckt einfach mal wie normaler Käse für meine Vegane Zunge. Ich hab früher ja nie wirklich viel ""Käse"" gegessen aber der schmeckt so gut das ich mir gleich noch ein paar bestellen werde. Das beste ist das der Käse auch schmilzt und dann sogar noch besser schmeckt",1
"Es war der erste Keeseblock den ich je gekauft habe & was soll ich sagen, direkt ein Volltreffer. Er ist fest, gut zu schneiden und verdammt lecker. Kein seltsamer Nachgeschmack oder ähnliches. Ich bin richtig begeistert!",1
"Ich liebe diesen Käse-Ersatz! Seit ich Veganer bin hasse ich jeden Käse-Ersatz den man mir aufs Brot tut. Vor allem Schmelz""käse"". Der von Violife ist sowohl von Geschmack, als auch von der Konsistenz sehr überzeugend. :-)",1
"Das ist wirklich bislang der erste und einzige Käseersatz, der mir schmeckt. Was Konsistenz, Geruch und Geschmack betrifft, merkt man tatsächlich nicht gleich, dass es sich nicht um echten Käse handelt. Das kann ich von keiner anderen Alternative behaupten, die ich probiert habe (auch nicht von den anderen Sorten von Simply V, die sind bei mir allesamt durchgefallen!). Schmelzen kann man ihn allerdings nicht gut, wird mir zu klebrig.",1
"Geschmacklich wie ein gereifter Gouda (nur besser, weil vegan); sehr würzig; tolle Konsistenz; schmilzt sowohl beim überbacken im Ofen, als auch in der Mikrowelle, oder einfach nur auf warmen Toast ganz hervorragend - wie die bekannten Schmelzkäsescheiben.",1
"Mittlerweile habe ich eigentlich immer eine Packung dieser Käse-Alternative im Kühlschrank. Sie schmeckt ziemlich lecker und die Konsistenz ist auch okay. Ich esse sie einfach aufs Brot oder nutze sie (seltener) zum Überbacken, sie schmilzt auch vergleichsweise gut.",1
"Käse ist der Knackpunkt. Trotz grassierender Laktose-Intoleranz, ist der Verzicht auf den Geschmack von Käse eine moralische Hürde des veganen Lebensentwurfs. Ich gestehe, von Anfang versuchte ich meinen Frieden mit den veganen Käseprodukten zu schließen - und scheiterte, insbesondere beim Schnittkäse. Die meisten Schnittkäsealternativen habe ich wegen unvorhergesehem Appetitverlust sang- und klanglos entsorgt... Dann kam der erste gute Camembert aus Cashew-Nüssen. Fermentiert- großartiger Geschmack. Doch leider recht teuer und nicht leicht zu beschaffen. Mit diesem neuen ""Simply"" hat sich eine neue Welt geöffnet. Simply würzig schmeckt sehr gut. Wie gut, das erkenne ich daran, daß sogar meine Hündin sich auf Simply stürzt. Sie ist der ehrlichste Gradmesser. Was ihr schmeckt, bleibt. Und die Kollektion der wirklich guten veganen Produkte wird - auch zur Freude meines vierbeinigen Gourmands -, immer größer.",1
"Die beste Käsealternative bisher. Schmeckt nicht nach Kokosöl und ist nicht so ‚brüchig‘ wie die meisten Scheiben. Schmeckt auch pur und man kann damit auch Gerichte überbacken",1
"Bester Käse-Ersatz, sowohl Geschmack als auch Konsistenz sind einfach perfekt. Es schmilzt super und eignet sich deshalb für grilled-Cheese Sandwiches. Es schmeckt wie Provolone, Parmesan und Chedder im besten Mix der drei. Preislich passt es im veganen Segment.",1
"Von der Konsistenz, schmelz verhalten, Geschmack und Geruch bin ich schwer begeistert und aus dem Häuschen.",1
"Ich würde an dich 9 Punkte geben, weil zur Perfektion vielleicht doch noch der letzte Kniff fehlt. Aber in der veganen Käsewelt - seien wir ehrlich, die ist einfach noch das größte Manko - hebt er sich soooo dermaßen positiv vom Rest ab, dass ich so unfassbar begeistert war und ihn mMn deshalb die volle Punktzahl geben musste!!! Der EINZIGE Käse (auch unter den Bedda-Produkten selbst!), der ne richtige Kruste bildet und darunter trotzdem cremig bleibt und nicht schleimig wird. Außerdem hat er nicht dieses süßliche Aroma wie von Mc-Donalds-Käse, sondern ist schön würzig. Richtiger Raclettekäse ist noch was penetranter im Geschmack aber es geht schon definitiv in die Richtung. Für mich war er daher sogar noch was leckerer, da ich mir „würzig“ gewünscht hatte aber so heftigen „Stinkekäse“ nie mochte. Für mich ist es also gut, dass er nicht gaaaaaanz so penetrant ist wie das Original :).",1
"Der Käse ist lecker und super für Raclette.",1
"Auf einige Empfehlungen hin getestet und wurde überzeugt!! Super lecker auf Toast! Die Konsistenz ist fast genau wie Toastkäse und ich bin einfach nur so happy eine gute Schmelzkäse Alternative gefunden zu haben ♡",1
"Zufällig gekauft und auf der Pizza probiert.",1
"Das ist vom Geschmack und vom Schmelz der perfekte Käse. Ich bin absolut begeistert. Auf Pizza oder Aufläufen ist der Käse super. Nie wieder einen anderen.",1
"Ich weiß gar nicht was ich sagen soll außer - DANKE! Ich hab schon sooo lange so einen super Käse gesucht. Er zieht Fäden wie die Originale und schmeckt wie Toastkäse. Wir sind total begeistert!",1
"Mir und meiner nicht veganen Familie schmeckt der Aufschnitt super. Er ist lecker würzig und am besten auf einem Brötchen mit Margarine. Definitiv die beste Alternative, die ich bisher probiert habe.",1
"Wir hatten 3 Sorten dieser Marke bestellt und diese war mit Abstand die Beste. Kann man gut als Alternative auf Brot essen. Werde ich nachkaufen.",1
"Schmeckt und riecht wie Salami. Klar, ein wenig anders ist es schon, aber selbst mit geschlossenen Augen hätte ich Salami rausgeschmeckt! Ich war absolut begeistert und würde es immer wieder kaufen.",1
"Geruch: sehr gut. Geschmack: ähnlich wie Nußschinken, nur nicht so salzig und fest. Konsistenz: akzeptabel, verträgt aber keine Luft über zwei Tage (im Kühlschrank) und wird dann dunkler und härter. Aber summarisch durchaus gut. Wird sogar noch besser, wenn man eine frische Scheibe von einer Salatgurke obenauf legt. Dann wirklich richtig lecker.",1
"Das ist einer der besten Wurstalternativen die wir je hatten.",1
"Geschmacklich wirklich suuuper lecker, bisher die beste, die ich probiert habe! Wird nachgekauft!",1
"Dieser Aufschnitt schmeckt wirklich unglaublich gut und ist im Vergleich zu anderen Wurstalternativen auch noch sehr preiswert!",1
"Ich taste mich seit Jahren durch die vegane Lebensmittellandschaft und suche ""meine"" Alternativen. Diese Wurst ist bisher die einzige, die mich überzeugt hat. Sehr lecker. Mein derzeitiger absoluter Favorit.",1
"Eher weichere Konsistenz, aber sehr guter Geschmack. :) Für mich die beste Wurstalternative, die es aktuell gibt.",1
